0.879160165787	0	5.63904760334
1.76019406319	1	5.05843246381
2.6271071434	2	4.34658020507
3.50230813026	3	4.17849892848
4.37024903297	4	4.27940451702
5.2375869751	5	3.8739520542
6.09613013268	6	4.1146566866
6.95912003517	7	4.29518757275
7.82311797142	8	3.97572130395
8.68612408638	9	3.6024803014
9.53513097763	10	3.49198388158
10.3981790543	11	3.3363067026
11.2584950924	12	3.97056453659
12.1082811356	13	3.53656622741
12.9698960781	14	3.48512700652
13.8302500248	15	3.09499914092
14.6847670078	16	4.10748841849
15.5371780396	17	4.00435280931
16.3973691463	18	3.1342140957
17.2529230118	19	3.45133671443
18.1126701832	20	3.20427235358
18.9668970108	21	3.1006932815
19.8252980709	22	3.30644465981
20.6722359657	23	3.93337656469
21.5232381821	24	3.37796367814
22.3807721138	25	3.82986445601
23.2480809689	26	3.34854144466
24.0921730995	27	3.67336520831
24.9478650093	28	3.21596746811
25.8038930893	29	3.59820215437
26.6526181698	30	2.7270536304
27.5069701672	31	3.44411929044
28.3729760647	32	3.66809043599
29.2284140587	33	3.58029962546
30.0733850002	34	3.8372353085
30.9281110764	35	3.35784263008
31.7854781151	36	3.3420686196
32.6353590488	37	3.49690255804
33.4933400154	38	3.03027364253
34.3536109924	39	2.86200106041
35.2037169933	40	3.8807760738
36.0573170185	41	3.48496065067
36.9146230221	42	3.39452617368
37.7701070309	43	3.38035467997
38.6288881302	44	3.17192636792
39.4806799889	45	3.70714386619
40.3363220692	46	3.32372038553
41.1821210384	47	4.34765871633
42.0335400105	48	3.38364471117
42.8917441368	49	3.01776919434
43.7556359768	50	3.31484929069
44.5994861126	51	3.0725430863
45.4555180073	52	3.40420630919
46.3106021881	53	2.81258838474
47.1575009823	54	3.36579479557
48.0195550919	55	3.22294395528
48.8740921021	56	2.87042785032
49.7242610455	57	3.3470400071
50.5735421181	58	3.04582754376
51.4277889729	59	3.33832740053
52.2948701382	60	3.10012532441
53.1500110626	61	3.44082883431
54.0021469593	62	3.62064249685
54.8586010933	63	2.89852738676
55.7031960487	64	3.55982557184
56.5523281097	65	3.09866694296
57.4096500874	66	3.15333990587
58.2740590572	67	3.77708704052
59.1158051491	68	2.84522304293
59.97133708	69	3.76158632855
60.8277201653	70	3.60035338624
61.676279068	71	3.80548029555
62.5277280807	72	3.08515807638
63.38956213	73	3.00702799267
64.2395310402	74	3.16086877698
65.0881280899	75	3.43923154233
65.9421620369	76	3.135804381
66.7976481915	77	3.38482870773
67.6390640736	78	3.392782061
68.4983561039	79	2.8812323421
69.3526930809	80	4.14499921051
70.2001771927	81	3.2377077251
71.0502870083	82	3.36935572128
71.9050061703	83	3.43438853876
72.7617390156	84	3.75520924596
73.6204299927	85	3.97225511821
74.475703001	86	3.30891842608
75.3303821087	87	3.64111858812
76.176153183	88	3.30550421531
77.0296530724	89	3.16315219029
77.8853859901	90	3.43416578494
78.740609169	91	3.18113419216
79.5892081261	92	3.6073939184
80.4435470104	93	3.36620916963
81.2977631092	94	3.30287955956
82.141919136	95	3.70342115018
83.0026049614	96	3.29488781615
